"Number","FriendlyName","SerialNumber","BusType","HealthStatus","OperationalStatus","PartitionStyle","SizeGB"
"0","NVMe HFS512GEJ9X108N","5YD5N018611305L1D   _00000001.","NVMe","Healthy","Online","GPT","476,94"
