"FriendlyName","HealthStatus","OperationalStatus","Temperature","TemperatureMax","Wear","PowerOnHours","ReadErrorsTotal","ReadErrorsUncorrected","WriteErrorsTotal","WriteErrorsUncorrected"
"NVMe HFS512GEJ9X108N","Healthy","OK","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable","Unavailable"
